id,類型,鄉鎮,name,幼兒園電話,addr,核定總招收人數,收費金額,center_longitude,center_latitudes,locality_ids,dist
652,公立,信義區,臺北市信義區興雅國民小學附設幼兒園,(02)27698786#10,臺北市信義區基隆路一段83巷9號,166,21588.0,121.569692,25.047329,locality.63605479,信義區
653,公立,南港區,臺北市南港區玉成國民小學附設幼兒園,(02)27836049#190,臺北市南港區向陽路31號,152,21588.0,121.593777,25.053722,locality.63630055,南港區
654,公立,南港區,臺北市南港區成德國民小學附設幼兒園,(02)27853856#10,臺北市南港區東新街65號,166,21588.0,121.58725,25.04738,locality.63630055,南港區
655,公立,南港區,臺北市南港區東新國民小學附設幼兒園,(02)27837577#53,臺北市南港區興南街62號,90,21588.0,121.602752,25.055917,locality.63630055,南港區
656,公立,南港區,臺北市南港區南港國民小學附設幼兒園,(02)27834678#1901,臺北市南港區惠民街67號,106,21588.0,121.6101331,25.0565019,locality.63630055,南港區
657,公立,南港區,臺北市南港區修德國民小學附設幼兒園,(02)27880500#202,臺北市南港區東新街118巷86號,174,21588.0,121.589388,25.045003,locality.63630055,南港區
658,公立,南港區,臺北市南港區舊莊國民小學附設幼兒園,(02)27821418#180,臺北市南港區舊莊街1段100號,174,21588.0,121.617888,25.042701,locality.63630055,南港區
659,準公共,信義區,臺北市政府附設臺北市私立市政大樓員工子女幼兒園,(02)27208889#3430,臺北市信義區市府路1號南區2樓,120,,121.564008,25.037528,locality.63605479,信義區
660,非營利,南港區,臺北市胡適非營利幼兒園（委託社團法人中華音樂舞蹈暨表演藝術教育協會辦理）,(02)26513362,臺北市南港區舊莊街一段1號1樓,90,0.0,121.617888,25.042701,locality.63630055,南港區
661,非營利,大同區,臺北市重慶非營利幼兒園（委託財團法人彭婉如文教基金會辦理）,(02)25918330,臺北市大同區大龍街187巷1號1,84,0.0,121.516857,25.06953,locality.63646439,大同區
662,非營利,士林區,臺北市泰北非營利幼兒園(委託財團法人三之三生命教育基金會辦理),(02)28828633,臺北市士林區福林路240號,106,0.0,121.534708,25.097069,locality.63638247,士林區
663,非營利,中山區,臺北市國防部大直非營利幼兒園（委託財團法人實踐大學辦理）,(02)25320398,臺北市中山區崇實路127號,212,0.0,121.544492,25.083375,locality.63589095,中山區
664,非營利,內湖區,臺北市康寧非營利幼兒園（委託財團法人幼兒教育基金會辦理）,(02)26319818,臺北市內湖區康寧路三段189巷93弄18號1樓,76,0.0,121.6114872,25.073332,locality.63613671,內湖區
665,非營利,大安區,臺北市族中非營利幼兒園（委託社團法人台北市教保人員協會辦理）,(02)27365861,臺北市大安區羅斯福路4段113巷13號,106,0.0,121.524959,25.023847,locality.63654631,大安區
666,非營利,文山區,臺北市景美非營利幼兒園（委託財團法人台北基督教女青年會辦理）,(02)29304824,臺北市文山區興隆路二段160-1號1樓及2樓,213,0.0,121.548993702494,25.0000756,locality.63662823,文山區
667,非營利,文山區,臺北市景新非營利幼兒園(委託社團法人台北市兒童托育協會辦理),(02)29328566,臺北市文山區景後街151號2樓,120,0.0,121.542082,24.989977,locality.63662823,文山區
668,非營利,南港區,臺北市港福非營利幼兒園(委託中華學校財團法人辦理),(02)26543767,臺北市南港區福德街373巷43號1樓,136,0.0,121.591282,25.0393653,locality.63630055,南港區
669,非營利,士林區,臺北市新三玉非營利幼兒園(委託財團法人毛毛蟲兒童哲學基金會辦理),(02)28742988,臺北市士林區天母東路116號,106,0.0,121.537147,25.117121,locality.63638247,士林區
670,非營利,大安區,臺北市新安非營利幼兒園（委託社團法人台灣幼兒早期教育協會辦理）,(02)27360227,臺北市大安區臥龍街129號,106,0.0,121.550046,25.019959,locality.63654631,大安區
671,非營利,內湖區,臺北市新東湖非營利幼兒園(委託社團法人台北市幼兒園協會辦理),(02)26327828,臺北市內湖區康樂街110巷16弄22號1.2樓,150,0.0,121.618459,25.07006,locality.63613671,內湖區
672,公立,萬華區,臺北市萬華區大理國民小學附設幼兒園,(02)23022011#11,臺北市萬華區艋舺大道389號,136,21588.0,121.493072,25.031884,locality.63679207,萬華區
673,公立,萬華區,臺北市萬華區老松國民小學附設幼兒園,(02)23069908,臺北市萬華區桂林路64號,136,21588.0,121.502679,25.037517,locality.63679207,萬華區
674,公立,萬華區,臺北市萬華區西門國民小學附設幼兒園,(02)23753272#2103,臺北市萬華區成都路98號,166,21588.0,121.503377,25.042773,locality.63679207,萬華區
675,公立,萬華區,臺北市萬華區西園國民小學附設幼兒園,(02)23030257#513,臺北市萬華區東園街73巷65號,136,21588.0,121.498891,25.026971,locality.63679207,萬華區
676,公立,萬華區,臺北市萬華區東園國民小學附設幼兒園,(02)23034803#1801,臺北市萬華區東園街195號,106,21588.0,121.498302,25.023353,locality.63679207,萬華區
677,公立,萬華區,臺北市萬華區華江國民小學附設幼兒園,(02)23064352#800,臺北市萬華區環河南路2段250巷42弄2號,120,21588.0,121.504403,25.047169,locality.63679207,萬華區
678,公立,萬華區,臺北市萬華區新和國民小學附設幼兒園,(02)23038298#58,臺北市萬華區西藏路125巷31號,120,21588.0,121.502848,25.026156,locality.63679207,萬華區
679,公立,萬華區,臺北市萬華區萬大國民小學附設幼兒園,(02)23037654#711,臺北市萬華區萬大路346號,90,21588.0,121.499271,25.023455,locality.63679207,萬華區
680,公立,萬華區,臺北市萬華區福星國民小學附設幼兒園,(02)23144668#172,臺北市萬華區中華路一段66號,150,21588.0,121.508143,25.046833,locality.63679207,萬華區
681,公立,萬華區,臺北市萬華區龍山國民小學附設幼兒園,(02)23082977#771,臺北市萬華區和平西路3段235號,114,21588.0,121.4974795,25.0351993,locality.63679207,萬華區
682,公立,萬華區,臺北市萬華區雙園國民小學附設幼兒園,(02)23083511,臺北市萬華區莒光路315號,106,21588.0,121.498276,25.030461,locality.63679207,萬華區
683,非營利,松山區,臺北市經國三民非營利幼兒園（委託財團法人經國管理暨健康學院辦理）,(02)27564213,臺北市松山區民生東路5段163-1號2樓,210,0.0,121.555738,25.058267,locality.63671015,松山區
684,非營利,士林區,臺北市葫蘆非營利幼兒園（委託社團法人台灣公共托育協會辦理）,(02)28151220,臺北市士林區延平北路5段136巷1號1.2樓,150,0.0,121.5029237,25.0893065,locality.63638247,士林區
685,非營利,文山區,臺北市樟新非營利幼兒園（委託社團法人台北市兒童托育協會辦理）,(02)86612696#7,臺北市文山區一壽街22號1樓及2樓,274,0.0,121.556424,24.97963,locality.63662823,文山區
686,非營利,文山區,臺北市興福非營利幼兒園（委託財團法人三之三生命教育基金會辦理）,(02)29306640,臺北市文山區福興路80號,106,0.0,121.550264,25.005168,locality.63662823,文山區
687,非營利,中山區,臺北市濱江非營利幼兒園（委託社團法人台北市教保人員協會辦理）,(02)85026191,臺北市中山區樂群二路262號,106,0.0,121.560982,25.078909,locality.63589095,中山區
688,非營利,萬華區,臺北市雙中非營利幼兒園（委託財團法人台北市中華基督教青年會辦理）,(02)2336-3258,臺北市萬華區興義街2號,136,0.0,121.491927,25.027563,locality.63679207,萬華區
689,非營利,大安區,臺北市懷中非營利幼兒園（委託財團法人海棠文教基金會辦理）,(02)27114688,臺北市大安區忠孝東路3段248巷30號,258,0.0,121.543838,25.041556,locality.63654631,大安區
690,私立,內湖區,臺北市璽典職場互助教保服務中心,(02)27948812,臺北市內湖區石潭路65號2樓,31,152500.0,121.58619,25.062565,locality.63613671,內湖區
691,私立,北投區,臺北榮民總醫院附設臺北市私立榮光幼兒園,(02)28757465,臺北市北投區石牌路二段201號1樓至3樓,99,55010.0,121.519725,25.121014,locality.63621863,北投區
692,準公共,中正區,臺灣高等法院附設臺北市私立員工子女幼兒園,(02)23319976,臺北市中正區重慶南路一段136巷4號1樓,60,59460.0,121.511937,25.036114,locality.63597287,中正區
693,私立,文山區,靜心學校財團法人臺北市私立靜心高級中等學校附設幼兒園,(02)29323118#192,臺北市文山區興隆路二段46號,410,68950.0,121.546843,24.998482,locality.63662823,文山區
